uri,cid,text,created_at,reply_count,repost_count,like_count,indexed_at,author_handle,author_display_name,author_did,text_clean
at://did:plc:mgkqtylfno2gkkl4rtwry4js/app.bsky.feed.post/3mcitzmmy6c2e,bafyreics4cn54h55wajsrfdcdduzynlg7ikpycuxbvixkmtxyulmsc2srq,aline riscado sugeriu um sarau e o babu já cortou a ideia pela raiz 🙏 #bbb #bbb26,2026-01-16 00:33:57.029000+00:00,0,0,8,2026-01-16T00:33:58.029Z,fabiruiva.bsky.social,Fabiana,did:plc:mgkqtylfno2gkkl4rtwry4js,aline riscado sugeriu sarau babu cortou ideia raiz
at://did:plc:rovs7k35giv42zqnwan5gup7/app.bsky.feed.post/3mcdggxytik2x,bafyreibcbo6dknp7rlzs2naitozxturq3ckpaiq4seejvlh7fpjk5p2bbe,"babu forever!!! 🤍
#alereality #bbb26 #bbb",2026-01-13 20:47:34.081000+00:00,1,4,25,2026-01-13T20:47:35.928Z,alexandrefelipe.bsky.social,☆ Alê Reality ☆,did:plc:rovs7k35giv42zqnwan5gup7,babu forever alereality
at://did:plc:vra7v3d427dqkuohdiagvdyr/app.bsky.feed.post/3mcimspn3622j,bafyreihojtjglnjh2gwo6et53rhg4mhqbcwli6agftkrq7x5cfo3gxkkdq,🚨🚨🚨participante babu relembra o bbb 20 pela trigésima vez hoje!,2026-01-15 22:24:49.105000+00:00,0,0,7,2026-01-15T22:24:50.837Z,bttlborn.bsky.social,botle,did:plc:vra7v3d427dqkuohdiagvdyr,babu relembra 20 trigésima
at://did:plc:6up3eklzxy3neblmiez4ncxa/app.bsky.feed.post/3mct4v4ubgc2j,bafyreicmep2ugwfy2ruyvjnrq3c7idxdbpsqsl6v3wxhb2anzmgmt37lja,"que climão babu e sol iarnou.

lembrando que mais cedo ele disse que odeia perguntas burras. ou seja, odeia burrice

#bbb #bbb26",2026-01-20 02:39:07.333000+00:00,0,0,2,2026-01-20T02:39:08.532Z,ducellos.bsky.social,Du.Cellos,did:plc:6up3eklzxy3neblmiez4ncxa,climão babu sol iarnou lembrando cedo odeia perguntas burras odeia burrice
at://did:plc:5scckz2juvcsnh5uuv3tldpu/app.bsky.feed.post/3mcdcqsjws22i,bafyreiewyi6zkixcegpyxqju5y2ybpunx6jh6czzbvp7wbn5uhbq5r7a4m,vendo que babu tá no bbb de novo e pensando que ele estava em dois dos melhores filmes brasileiros que estrearam ano passado (oeste outra vez e kasa branca).,2026-01-13 19:41:28.928000+00:00,8,9,144,2026-01-13T19:41:29.735Z,iwittmann.bsky.social,Isabel Wittmann ,did:plc:5scckz2juvcsnh5uuv3tldpu,vendo babu novo pensando dois melhores filmes brasileiros estrearam passado oeste outra kasa branca
at://did:plc:4xkr4rz3lwzdomqkn6zcnqao/app.bsky.feed.post/3mcbhzptso22j,bafyreiguhtee6bbjchxqhzwscbabvzj567qnbb6mscnnjgftmvtxllhssu,babu de volta ao bbb prova por a mais b que não tem ainda estou aqui e o agente secreto que engane sobre como é difícil viver de cinema no brasil.,2026-01-13 02:10:37.329000+00:00,8,176,619,2026-01-13T02:10:38.533Z,pedrosazevedo.bsky.social,Pedro Strazza,did:plc:4xkr4rz3lwzdomqkn6zcnqao,babu volta b agente secreto engane difícil viver cinema
at://did:plc:jqs453ktxco5ho5z46wardhp/app.bsky.feed.post/3mcbhjxp3ls24,bafyreifii2wpyjubq5myibvc76d5uljlg7k2j7sz36ffvyzr7l6jytqcdi,🚨 babu (bbb 20) é anunciado como veterano no #bbb26.,2026-01-13 02:01:48.672000+00:00,1,2,53,2026-01-13T02:02:29.732Z,tracklist.com.br,Tracklist,did:plc:jqs453ktxco5ho5z46wardhp,babu 20 anunciado veterano
at://did:plc:nazx3gthagjhyo2va2donowc/app.bsky.feed.post/3mcigepw75k2z,bafyreifaj44bzl2genp3emewppd7qcebvdpb3z77p7x5iopmxzvbqetnwe,juro!!! eu fiquei chocada em vê o babu novamente no bbb,2026-01-15 20:29:37.189000+00:00,0,0,3,2026-01-15T20:29:38.935Z,danizzada.bsky.social,poupança muscular ✠,did:plc:nazx3gthagjhyo2va2donowc,juro fiquei chocada vê babu novamente
at://did:plc:ubji6txf3gdzwztlt2zegzdi/app.bsky.feed.post/3mcd7u3yud225,bafyreihfwawvvhfevujqkbtknawug4xby47xkvkuqwmqyjpjczd5o5blta,"estava vendo o video do babu recomendando o jones manoel no bbb e pensando como a esquerda ainda usa pouco esse sistema de recomendações né? que outros participantes possam recomendar outros comunicadores e ajudar a ampliar o público.

a direita sempre usou isso, muito forte.",2026-01-13 18:49:38.291000+00:00,3,7,123,2026-01-13T18:49:38.632Z,crisvector.com,Cris,did:plc:ubji6txf3gdzwztlt2zegzdi,vendo video babu recomendando jones manoel pensando esquerda usa pouco sistema recomendações outros participantes possam recomendar outros comunicadores ajudar ampliar público direita usou forte
at://did:plc:6zjhvoex7flgltulcdrhm2hc/app.bsky.feed.post/3mcklg4j5fk2a,bafyreia5pwdatm73qll5egeewewiuenu33otfsj4ldm5dpir7yxbc2r7jq,pensando aqui q o babu voltou pro bbb não almejando o dinheiro do prêmio mas só pra ficar de boa e conhecer gente nova por uns meses,2026-01-16 17:05:12.135000+00:00,1,0,3,2026-01-16T17:05:12.736Z,infernity.bsky.social,🦔🐧ceci,did:plc:6zjhvoex7flgltulcdrhm2hc,pensando babu voltou almejando dinheiro prêmio boa conhecer nova uns meses
at://did:plc:znsnmek5o6lb44v7xe4dphum/app.bsky.feed.post/3mccs7swwds2w,bafyreibb26wjn47rlhnmotaqglxauxoc5urhqkb365deqdisho2ttbkvzu,o bbb para o babu parece aquele freela chato que a gente pega quando não tem nada muito em vista e quando as coisas melhoram a gente fala nunca mais vou pegar aquele freela chato e aí piora de novo e a gente pega de novo #bbb,2026-01-13 14:45:39.060000+00:00,1,14,63,2026-01-13T14:47:10.438Z,paulagomes.bsky.social,Paula Gomes,did:plc:znsnmek5o6lb44v7xe4dphum,babu parece freela chato pega nada vista coisas melhoram fala vou pegar freela chato piora novo pega novo
at://did:plc:cxd44mhjkgcgllgbibt5fcma/app.bsky.feed.post/3mcpqbcbe4s24,bafyreictwhfpa7lcofk5iiekectzlwqazyfxbtvygcfvzvbs5sux4jkqwy,babu já passou pelo processo de adoção e agora é oficialmente pai de milena #bbb,2026-01-18 18:15:17.795000+00:00,0,0,1,2026-01-18T18:15:18.528Z,nonada.bsky.social,nonada,did:plc:cxd44mhjkgcgllgbibt5fcma,babu passou processo adoção oficialmente pai milena
at://did:plc:322v3qhdmryipdzyhizguxok/app.bsky.feed.post/3mcgxarp5uc2r,bafyreieyf36epfumnssdvl625ho3jbsayso56ihlxkt326p5476bircauy,"babu falando sobre o planejamento impressionante da manu gavassi no #bbb20.

#bbb26

#bbb",2026-01-15 06:26:18.973000+00:00,0,0,4,2026-01-15T06:26:19.133Z,tutibraga.bsky.social,Tuti Braga,did:plc:322v3qhdmryipdzyhizguxok,babu falando planejamento impressionante manu gavassi bbb20
at://did:plc:322v3qhdmryipdzyhizguxok/app.bsky.feed.post/3mcrlqsknoc26,bafyreiglw2yrjlvqabrjpzp3masp5vaq3u7x4mllozhmjq75j7zy5q5mja,"babu falando sobre como foi gravar ""salve-se quem puder"" durante a pandemia.

e sobre a saída dele do bbb, tb na época da pandemia. 

#bbb26

#bbb",2026-01-19 11:59:48.955000+00:00,0,0,1,2026-01-19T11:59:49.328Z,tutibraga.bsky.social,Tuti Braga,did:plc:322v3qhdmryipdzyhizguxok,babu falando gravar puder durante pandemia saída época pandemia
at://did:plc:p6mxc6oscsxntj3bbru2t75z/app.bsky.feed.post/3mcobws6zec2q,bafyreialgconpsdkrmgc7s5szbyswhd2y3f3hjknqujww6jjxcz3rkws4i,"assisti 5 minutos de bbb com a menina de são joão d'aliança/go e ela já lançou ""top dimais"" ""arrocha"" ""carai babu to feliz dimais di ti conhecer"" (pq ele falou da cidade dela na televisão) tudo em goiano language kkkkkk bom demais ver goiano de vdd no bbb ao invés dos harmonizados do marista #bbb26",2026-01-18 04:26:13.271000+00:00,1,0,5,2026-01-18T04:26:14.928Z,jumarrua.bsky.social,dra enjaulada comentando novelas,did:plc:p6mxc6oscsxntj3bbru2t75z,assisti 5 minutos menina joão lançou top dimais arrocha carai babu feliz dimais di ti conhecer cidade televisão tudo goiano language bom demais goiano vdd invés harmonizados marista
at://did:plc:2bpuvzaecstiioj4s2hunomd/app.bsky.feed.post/3mcbhkp7yek2c,bafyreigt7hbo6smqyxigoddhq4hgfrz4zaatfgnc66n2ixlm5oioyc2wsu,só quem viveu 2020 comigo sabe o que eu passei com o babu no bbb puta que pariu nãooooooooooooooooooo eu não quero sofrer tudo de novo meu deus naaao,2026-01-13 02:02:13.363000+00:00,5,3,58,2026-01-13T02:02:14.032Z,carolborgesart.bsky.social,Carol Borges 𐚁,did:plc:2bpuvzaecstiioj4s2hunomd,viveu 2020 comigo passei babu puta pariu nãooooooooooooooooooo quero sofrer tudo novo deus naaao
at://did:plc:cwos2yifxbzic2aclxkub4pp/app.bsky.feed.post/3mcbinpxm4c2o,bafyreibdodolkun5msndq7iezdxeoedg4rcf7r6eobiyg73k3o3koj2ewq,"colocarem babu na casa e não colocarem ivy logo na sequência foi um crime contra o entretenimento.

#bbb",2026-01-13 02:21:48.542000+00:00,3,2,19,2026-01-13T02:21:49.834Z,naosouindiano.bsky.social,"Que decepção, hein, Bruno Souza...",did:plc:cwos2yifxbzic2aclxkub4pp,colocarem babu colocarem ivy sequência crime contra entretenimento
at://did:plc:ye2pghqxp3sy3kkxqgbiebap/app.bsky.feed.post/3mcdiwiirvk27,bafyreihsowq5cwtgztjnwuneohdo5jbx5twqqu4n4zaz23y4gs4mpvhc3y,cogitando ver o bbb pela nova frente revolucionário da esquerda brasileira babu e juliano floss,2026-01-13 21:32:02.182000+00:00,1,0,6,2026-01-13T21:32:06.845Z,artisdrama.bsky.social,kilpp,did:plc:ye2pghqxp3sy3kkxqgbiebap,cogitando nova frente revolucionário esquerda brasileira babu juliano floss
at://did:plc:mgkqtylfno2gkkl4rtwry4js/app.bsky.feed.post/3mcdd3tsktk2i,bafyreidw3omi5vcpicoxugc4bieyvvj4h2vpo32jp3627gsqrzw3t4anse,babu elogiou jones manoel e juliano floss já chamou de futuro presidente. por essa eu não esperava mesmo. #bbb #bbb26,2026-01-13 19:47:39.359000+00:00,0,0,10,2026-01-13T19:47:40.334Z,fabiruiva.bsky.social,Fabiana,did:plc:mgkqtylfno2gkkl4rtwry4js,babu elogiou jones manoel juliano floss chamou futuro presidente esperava
at://did:plc:y7v2xpkkghdvqgmmvawnxfkr/app.bsky.feed.post/3mcbiycu4jk2p,bafyreihuwtettf2stvwlemut6bgso536tjo3ch2dopb2d7s32qtrp2oeaq,"quem não está fechado com babu está errado

babu é o brasil no bbb",2026-01-13 02:27:43.895000+00:00,1,0,6,2026-01-13T02:27:46.138Z,brenoamaro.bsky.social,Breno Amaro 🚩🏴,did:plc:y7v2xpkkghdvqgmmvawnxfkr,fechado babu errado babu
at://did:plc:sohwgqmgezuai2iyap6b3aig/app.bsky.feed.post/3mcqurrqq422i,bafyreiakmx5n4bkuxcld2xxfanjeoidphgko2o437nn5fnbnxlamyce64y,"esse bbb ta mto deprimente por causa do pedro e por causa do babu q pra mim eh uma grande decepção em vários sentidos nunca mais queria saber desse home
apesar disso tenho interesse em ver e fomo",2026-01-19 05:08:45.608000+00:00,1,0,2,2026-01-19T05:08:47.431Z,avalovara.bsky.social,ana,did:plc:sohwgqmgezuai2iyap6b3aig,deprimente causa pedro causa babu mim eh grande decepção vários sentidos desse home apesar interesse fomo
at://did:plc:tt5gfdyj3ucwmv3u4gpy5vd3/app.bsky.feed.post/3mcdlvhfixc2x,bafyreibcnptc6lcrpvakq5besqgomklust3wd2gzqa4pzoyu74oblslia4,"não entendo nada de bbb, mas se meu brother babu está lá, já tem a minha torcida",2026-01-13 22:25:08.698000+00:00,0,0,6,2026-01-13T22:25:07.436Z,nickellis.bsky.social,Nick 🖖,did:plc:tt5gfdyj3ucwmv3u4gpy5vd3,entendo nada babu
at://did:plc:xfso3sqba3ug76uxfe6q2cbl/app.bsky.feed.post/3mceyurgeus2v,bafyreihvokced6lyqwwqnos6grbildq6brwzb66dzxmwdj7qgy64lwwm5u,"em 2020 comecei a acompanhar o bbb pq achava mto escroto como tratavam o babu lá dentro e queria mto ver ele ser respeitado, e quando o indagaram sobre o pente q ele usava no cabelo eu achei a resposta dele digna de uma ilustração, fico feliz em ver ele de volta e espero q ganhe dessa vez",2026-01-14 11:50:04.031000+00:00,1,4,17,2026-01-14T11:50:06.730Z,faelmds.bsky.social,"Fael, meu deus!",did:plc:xfso3sqba3ug76uxfe6q2cbl,2020 comecei acompanhar achava escroto tratavam babu dentro respeitado indagaram pente usava cabelo achei resposta digna ilustração fico feliz volta espero ganhe dessa
at://did:plc:gycvyiky5r4wdm57wg4cuc2j/app.bsky.feed.post/3mcb3dmf24s2e,bafyreibrjgjp6cc2hvytancb4cj2hs4fj73zfhzwbecav4qejv46fhdxr4,ninguém merece mais um ano o babu no bbb #bbb26,2026-01-12 22:23:30.599000+00:00,0,0,6,2026-01-12T22:23:34.539Z,paula12346.bsky.social,Paula  👍 💋,did:plc:gycvyiky5r4wdm57wg4cuc2j,ninguém merece babu
at://did:plc:3ktnj24h7dtbophgpfqhxntw/app.bsky.feed.post/3mcdv7h24xc2g,bafyreiguohtmx3bpncayuaexjqwz3aukaf3ftvegmgmcywwbzndhyivqb4,cara o babu ta no bbb meu deus,2026-01-14 01:11:47.545000+00:00,1,0,3,2026-01-14T01:12:01.238Z,bobonha.bsky.social,auekassabalabadue,did:plc:3ktnj24h7dtbophgpfqhxntw,cara babu deus
at://did:plc:r52gp4thd7rjpxqrnahahaue/app.bsky.feed.post/3mcdp2rfar22j,bafyreiaxvr3q4r4mjlpqdgnhuo4sl5rildwgwkeiqpplpscfl2ix2nkv24,"uma pena o babu ter voltado pro bbb mas o fiuk não. todo mundo sabe que o babu deu esporro no fiuk mesmo eles sendo de edições diferentes...

#bbb26",2026-01-13 23:21:48.171000+00:00,1,0,5,2026-01-13T23:21:48.632Z,carinavd.bsky.social,Carina 💙📚,did:plc:r52gp4thd7rjpxqrnahahaue,pena babu voltado fiuk babu deu esporro fiuk sendo edições diferentes
at://did:plc:wibydqmozmosk23376vk4ddp/app.bsky.feed.post/3mcfcuxz2tc26,bafyreigrpix64t4s2ffxzngfqe4dtbluihdeyrbiu5dwa7bedjc5i2ecfm,"juro que foi por causa do babu no bbb que eu descobri que carioca é visto como grosseiro pq eu entendia tudo que ele falava normalmente, mas quando entrava no twitter tavam massacrando ele pela suposta grosseria kkkkkkkkkkkk",2026-01-14 14:49:08.362000+00:00,1,0,5,2026-01-14T14:49:09.237Z,torturedlie.bsky.social,lie,did:plc:wibydqmozmosk23376vk4ddp,juro causa babu descobri carioca visto grosseiro entendia tudo falava normalmente entrava twitter tavam massacrando suposta grosseria kkkkkkkkkkkk
at://did:plc:wylct3mvw6xombpgqstcrjkc/app.bsky.feed.post/3mcbk2pumxc2s,bafyreibk73disfedn5r5dtxbxlykvcpz2bd2chzda3c4yve2icment4or4,pode fechar esse #bbb e entregar o prêmio para o babu.,2026-01-13 02:46:58.394000+00:00,1,0,4,2026-01-13T02:46:58.530Z,xettto.bsky.social,(T.),did:plc:wylct3mvw6xombpgqstcrjkc,fechar entregar prêmio babu
at://did:plc:hwagunyo43h452q4m763a6kx/app.bsky.feed.post/3mccpcqi6yc25,bafyreihm23lqpupvwdoqcy3ygoubaixx3evbcxsmsn2d7sa6ortd27zjzu,o babu no bbb de novo me fez lembrar disso aqui que fiz no animal crossing na época do 20,2026-01-13 13:53:35.915000+00:00,2,0,9,2026-01-13T13:53:41.636Z,andreazevedo.bsky.social,jurídico ana paula renault,did:plc:hwagunyo43h452q4m763a6kx,babu novo fez lembrar fiz animal crossing época 20
at://did:plc:u23x2dljjn36qxzeqhbujgq7/app.bsky.feed.post/3mchk7xkxfs2f,bafyreidkvj4kwhhkcorzyx2y6obui6qdtnjd5ivwwftfaxswezpzmu33ny,"👀 bbb 26: babu alfineta manu gavassi e divide web: 'planta'

📲 www.ibahia.com/diversao/tv/...

#ibahia #bbb #bbb26 #babusantana #manugavassi #tv #realityshow #tvglobo #globo",2026-01-15 12:05:52.668000+00:00,0,0,1,2026-01-15T12:05:57.134Z,ibahia.bsky.social,ibahia,did:plc:u23x2dljjn36qxzeqhbujgq7,26 babu alfineta manu gavassi divide web ibahia babusantana manugavassi tv realityshow tvglobo
at://did:plc:wxifol6tegoaxu6tgpad252q/app.bsky.feed.post/3mcfbochlr22c,bafyreifukljghcgaroorynr6il7dsmxo3mcc4glxxm24hsksrhjswltvze,"se vc não ama babu pfvr não me dirija a palavra #bbb

vsf que acerto do boninho botar ele e a napaula nos veteranos",2026-01-14 14:27:30.700000+00:00,1,0,5,2026-01-14T14:27:31.835Z,elisapolonio.bsky.social,Eli P.,did:plc:wxifol6tegoaxu6tgpad252q,ama babu pfvr dirija palavra vsf acerto napaula veteranos
at://did:plc:7zvrm7ci3cwldpa4u4nk2llg/app.bsky.feed.post/3mcdvihyhrc2y,bafyreidurqbe2pvmntmiz6k2fwptjjecehl54czsmh4t5dk3znv7bblyki,seguinte: é muito importante que eles se tornem amigos na casa,2026-01-14 01:16:50.527000+00:00,0,0,2,2026-01-14T01:16:53.333Z,alanacassano.bsky.social,Alana,did:plc:7zvrm7ci3cwldpa4u4nk2llg,seguinte importante tornem amigos
at://did:plc:jr3sdwcfxbzvc5o6yqzrttqc/app.bsky.feed.post/3mccm4d64bs2i,bafyreicztvz4xtcr54b2kv4qqackz25wl6acri4lczfsaykk45l3d3el4i,vou passar mal que o babu e a anapaula voltaram pro bbb,2026-01-13 12:56:19.404000+00:00,0,0,2,2026-01-13T12:56:42.553Z,lesbonilda.bsky.social,lesbonilda,did:plc:jr3sdwcfxbzvc5o6yqzrttqc,vou passar mal babu anapaula voltaram
at://did:plc:wzlhc5crgv4lqrkujmfjip6w/app.bsky.feed.post/3mcmlzdlimk2c,bafyreig2zxfkpqngd75svfm2wmlyscrtj7mwetiowlrt4cjawuptsbs3by,"acabei de ver um corte do babu falando de one piece no bbb, e infelizmente é isso, não existe mais competição pra one piece quando se trata de anime, vamos ter que mudar a categoria pra novela ou filme pra ver se alguém consegue bater de frente!!

é o maior que temos e não tem discussão!!!",2026-01-17 12:21:16.555000+00:00,0,0,1,2026-01-17T12:21:17.532Z,caeioux.bsky.social,Cachorro Quente Caio,did:plc:wzlhc5crgv4lqrkujmfjip6w,acabei corte babu falando one piece infelizmente existe competição one piece trata anime mudar categoria novela filme alguém consegue bater frente maior discussão
at://did:plc:zs2yk4eq2mnb5slvzctcpb67/app.bsky.feed.post/3mcbo4aeook2t,bafyreihzaqihx4urnue5ak3pcbrt2pd2cjbsuy3ch33l6llrt5pe3ov4ve,"melhor elenco de bbb dos últimos tempos. sol iarnuô, babu, camarotes realmente famosos (dona jura & henri castelli), vibe casa dos artistas

quem não amar ta doido",2026-01-13 03:59:24.218000+00:00,1,1,9,2026-01-13T03:59:24.934Z,mariliamoscou.bsky.social,Imperatriz Paulista da Não-Monogamia,did:plc:zs2yk4eq2mnb5slvzctcpb67,melhor elenco últimos tempos sol iarnuô babu camarotes realmente famosos dona jura henri castelli vibe artistas amar doido
at://did:plc:tcya7euhn3pgh7jldmufu5vs/app.bsky.feed.post/3mcbiopd2hk2z,bafyreig2jxy4edhtdjizpwluxvk3oigayrvwu77way2d3afxkoyqthwto4,mentira que babu ta no bbb!! adoro o divo 💗💗,2026-01-13 02:22:21.422000+00:00,1,0,5,2026-01-13T02:22:21.532Z,ninadramas.bsky.social,Nina,did:plc:tcya7euhn3pgh7jldmufu5vs,mentira babu adoro divo
at://did:plc:2ruar6rgum65burg5jwthixl/app.bsky.feed.post/3mcbhnd5rty2b,bafyreie5ig74wl6v5wursz5ml36yse4uztletp33cv6dmi2jffddc44cr4,"bbb 26: babu, da edição 20, está no grupo veteranos",2026-01-13 02:03:41.250000+00:00,0,0,3,2026-01-13T02:03:41.834Z,cnn-brasil.bsky.social,CNN Brasil,did:plc:2ruar6rgum65burg5jwthixl,26 babu 20 grupo veteranos
at://did:plc:pvy27ucy3nhsm7q63fyiwfyj/app.bsky.feed.post/3mcckpiullc24,bafyreibgjbaspfzjd7aynajyqjfit7qrzqsj4kgawdopffm7daduc2flzu,me atualizei do bbb graças ao telegram e po não é possivel que botaram o babu e a sarah de novo tá duro dorme vtnc,2026-01-13 12:31:15.434000+00:00,0,0,5,2026-01-13T12:31:16.631Z,hotlinege.bsky.social,Gegê - Nightmare Horror,did:plc:pvy27ucy3nhsm7q63fyiwfyj,atualizei graças telegram po possivel botaram babu sarah novo duro dorme vtnc
at://did:plc:2ruar6rgum65burg5jwthixl/app.bsky.feed.post/3mcdokwrpfg2b,bafyreihharkmbfy3lssjpogbqe73nycjyarw2wh6zlc3zqp6bkss5nkyaa,"bbb 26: sem saber de acordo com cruzeiro, babu prevê kaio jorge no flamengo",2026-01-13 23:12:56.806000+00:00,0,0,4,2026-01-13T23:12:57.546Z,cnn-brasil.bsky.social,CNN Brasil,did:plc:2ruar6rgum65burg5jwthixl,26 acordo cruzeiro babu prevê kaio jorge flamengo
at://did:plc:nnoiecqzlzatknbb7imzcovn/app.bsky.feed.post/3mccqvbptps2b,bafyreienx7swonl5xaklrnplpfo43ssvs2grimtm37ytfesdibfbovpg2u,o cinema nacional estourando e o babu indo nessa de bbb,2026-01-13 14:21:51.715000+00:00,0,0,1,2026-01-13T14:21:52.129Z,rafaohead.bsky.social,𝚛𝚊𝚏𝚊_,did:plc:nnoiecqzlzatknbb7imzcovn,cinema nacional estourando babu indo
at://did:plc:mz2nesznhwe2boaz2xr6426y/app.bsky.feed.post/3mccux4zuqc2a,bafyreifl5pyech3fqhwo3v2jks3fowchyw3rfumr6b25ezadpib67lb7c4,como assim o babu tá no bbb de novo pra que isso meu deus,2026-01-13 15:34:28.877000+00:00,1,0,1,2026-01-13T15:34:29.032Z,heatten.bsky.social,gabriel,did:plc:mz2nesznhwe2boaz2xr6426y,assim babu novo deus
at://did:plc:gkacwcbguisgv62dxiinbyh2/app.bsky.feed.post/3mcffps37dc2o,bafyreidhhsc3n7bvdmcrqvna2dalcysaw7fmpgk435hisnbdslc6ynzsny,"peraí, peraí, peraí...!

o babu deixou um espetáculo de sucesso como ""os irmãos karamázov"", pelo qual ele chegou a ser premiado*, pra voltar pro bbb?!

*prêmio bibi ferreria, que ainda não é tão levado a sério (mas ainda assim, um prêmio)",2026-01-14 15:39:55.588000+00:00,0,0,2,2026-01-14T15:39:58.134Z,duarte-pedroa.bsky.social,pedro a duArte,did:plc:gkacwcbguisgv62dxiinbyh2,peraí peraí peraí babu deixou espetáculo sucesso irmãos karamázov chegou premiado voltar prêmio bibi ferreria tão levado sério assim prêmio
at://did:plc:fuc4o63yfrmzrdwk6qswnich/app.bsky.feed.post/3mcbklodjdc2e,bafyreifc4hjlcvgq242qywnbmxnrimp2vkrymzjvip3mz4jimyvgbyutyu,o babu voltar ao #bbb depõe contra o programa e a falsa ideia de que ele catapulta carreiras de camarotes. triste.,2026-01-13 02:56:27.210000+00:00,1,0,1,2026-01-13T02:56:28.035Z,pablocardoso.bsky.social,Pablo Cardoso,did:plc:fuc4o63yfrmzrdwk6qswnich,babu voltar depõe contra falsa ideia catapulta carreiras camarotes triste
at://did:plc:ysjhtrhazpzbi5mbcp3exs2n/app.bsky.feed.post/3mcbz24p7p22g,bafyreifdpvojjazzkvcupl5nguhqvvvunoqopotkrb3eiq7vkwha3odlxu,"eu sei lá se vou assistir a esse bbb, mas aqui vai minha leve contribuição sobre 2 veteranos de 2 edições que acompanhei muito: anapaula e babu. ana é extremamente carismática e sabe gerar entretenimento espontâneo, é alguém super interessante de acompanhar, mesmo. babu sabe externar sentimentos",2026-01-13 07:15:04.415000+00:00,2,0,1,2026-01-13T07:15:05.030Z,thaytha.bsky.social,Tha,did:plc:ysjhtrhazpzbi5mbcp3exs2n,sei vou leve contribuição 2 veteranos 2 edições acompanhei anapaula babu ana extremamente carismática gerar entretenimento espontâneo alguém super interessante acompanhar babu externar sentimentos
at://did:plc:7z2o6tnlwwyibrct5wcdosrl/app.bsky.feed.post/3mcbpu2pxjx22,bafyreibryi2voukasdm36h7twmapf6p7i337uiuf5lqobilx6yloyljvci,"itens dos últimos 30 minutos 🧭:

1. bbb
2. trovão
3. resolve
4. prédio
5. digimon
6. globo
7. ouro
8. instagram
9. trêsgraças
10. babu

anúncio: @terraprotege.bsky.social.",2026-01-13 04:30:37.226000+00:00,0,0,4,2026-01-13T04:30:37.430Z,trending-pt.bsky.social,Tendências - Português,did:plc:7z2o6tnlwwyibrct5wcdosrl,itens últimos 30 minutos trovão resolve prédio digimon ouro instagram trêsgraças babu anúncio
at://did:plc:x7lydmudjfl4wl5q4sqnvblc/app.bsky.feed.post/3mbzvo5va422t,bafyreifviehlvh4qllt5a57dxj3jemyg55lg2h4wopfisan2kwr76gezlq,"menina, foi babado 😵‍💫🤡
eu gostei muito do bbb do babu e a patricinha manu gavassi",2026-01-10 01:53:23.881000+00:00,1,0,1,2026-01-10T01:53:26.435Z,aline-o.bsky.social,line☀️,did:plc:x7lydmudjfl4wl5q4sqnvblc,menina babado gostei babu patricinha manu gavassi
at://did:plc:k43ha6nlknmdw4owymqnvcat/app.bsky.feed.post/3mcduple4sq2i,bafyreiewpe7ydl3xh5b5jeqv2hpqvn3puxfn64oidhqy2f446tl564fx3a,"
bluesky's top 10 trending words (past 60min):
💨x1* - epstein 🔓
💨x1* - democracy 🔓
💨x1* - ukraine 🔓
💨x93 - claudette
💨x92 - dilbert
💨x92 - colvin
💨x86 - 1﹐670
💨x1* - gaza 🔓
💨x59 - bilheteria
💨x54 - weathers
*🔓 = unlocked emergency words (see img)

#listentoblackvoices

(something not right? reply!)",2026-01-14 01:02:56.321290+00:00,0,0,1,2026-01-14T01:02:55.834Z,hourlybreezing.ntw.app,☁️Hourly🤖Breezing💨,did:plc:k43ha6nlknmdw4owymqnvcat,bluesky top 10 trending words past 60min epstein democracy ukraine claudette dilbert colvin gaza bilheteria weathers unlocked emergency words see img listentoblackvoices something not right reply
at://did:plc:6jih63ihwtsshxe2f7rfx44c/app.bsky.feed.post/3mcd5sul4y22a,bafyreieyp2dxohifsvzqiwibpkc4pvctovqejlkrnn5ceqjk4zevmddbem,até o momento não assisti o bbb então só entendi que o babu e a dona jura estão lá e os outros nomes que li parecem inventados,2026-01-13 18:13:09.465000+00:00,1,0,0,2026-01-13T18:13:17.329Z,igotblues.bsky.social,thaís,did:plc:6jih63ihwtsshxe2f7rfx44c,assisti entendi babu dona jura outros nomes li parecem inventados
at://did:plc:havp2qrjjuwhcfnnbgyfo54w/app.bsky.feed.post/3mcbhkcx53c2l,bafyreievwgrt5mt5lamqw4wpfnypocrn2wrfcongavvqcy2sokkxvehare,babu de volta no bbb aff!,2026-01-13 02:02:00.490000+00:00,0,0,0,2026-01-13T02:02:06.354Z,jletty.bsky.social,Ju,did:plc:havp2qrjjuwhcfnnbgyfo54w,babu volta
at://did:plc:77m7szcps5ahfhlj275enasd/app.bsky.feed.post/3mcbigm5d2c2q,bafyreibqtfeqob5zthubo7wl6cgv52cqfux3emmx7atevmgcabcyal3inm,"eu quero ver o que vai acontecer com a renault e o babu, porque ela sempre falou muita merda dele quando ele tava no bbb",2026-01-13 02:17:49.654000+00:00,0,0,1,2026-01-13T02:17:51.435Z,mulherbeliche.bsky.social,Vivian,did:plc:77m7szcps5ahfhlj275enasd,quero acontecer renault babu porque muita merda
